Date,Time Spent (seconds),Number of People,Activity,Category,Productivity
2018-03-22T16:00:00,2,1,miyake.design,Uncategorized,0
2018-03-22T16:00:00,2,1,cdn.dribbble.com,Graphic Design,2
2018-03-22T16:00:00,1,1,stevens.edu,General Reference & Learning,2
2018-03-22T16:00:00,1,1,cloud.google.com,General Software Development,2
2018-03-22T16:00:00,1,1,chatbotsmagazine.com,General Reference & Learning,2
2018-03-22T16:00:00,1,1,vva.vietnam.ttu.edu,General Reference & Learning,2
2018-03-22T16:00:00,1,1,collectui.com,General Design & Composition,2
2018-03-22T17:00:00,392,1,google.com,Search,2
2018-03-22T17:00:00,317,1,google-developers.appspot.com,General Software Development,2
2018-03-22T17:00:00,241,1,messages,Instant Message,2
2018-03-22T17:00:00,159,1,facebook.com,General Social Networking,-2
2018-03-22T17:00:00,128,1,informationisbeautifulawards.com,Uncategorized,0
2018-03-22T17:00:00,83,1,github.com,General Software Development,2
2018-03-22T17:00:00,48,1,developers.google.com,General Software Development,2
2018-03-22T17:00:00,41,1,blog.modeanalytics.com,General Reference & Learning,2
2018-03-22T17:00:00,36,1,Finder,General Utilities,1
2018-03-22T17:00:00,25,1,informationisbeautiful.net,Presentation,2
2018-03-22T17:00:00,24,1,newtab,Browsers,0
2018-03-22T17:00:00,15,1,instagram.com,General Social Networking,-2
2018-03-22T17:00:00,15,1,loginwindow,General Utilities,1
2018-03-22T17:00:00,11,1,Skype,Voice Chat,2
2018-03-22T17:00:00,8,1,cloud.google.com,General Software Development,2
2018-03-22T17:00:00,8,1,stats.stackexchange.com,Engineering & Technology,2
2018-03-22T17:00:00,4,1,ucsd.libguides.com,Uncategorized,0
2018-03-22T17:00:00,4,1,sublime text,Editing & IDEs,2
2018-03-22T17:00:00,2,1,sit.instructure.com,General Reference & Learning,2
2018-03-22T17:00:00,2,1,screensaverengine,General Utilities,1
2018-03-22T17:00:00,1,1,code.google.com,General Software Development,2
2018-03-22T18:00:00,311,1,medium.com,General News & Opinion,1
2018-03-22T18:00:00,182,1,blog.modeanalytics.com,General Reference & Learning,2
2018-03-22T18:00:00,148,1,github.com,General Software Development,2
2018-03-22T18:00:00,87,1,messages,Instant Message,2
2018-03-22T18:00:00,84,1,google-developers.appspot.com,General Software Development,2
2018-03-22T18:00:00,66,1,google.com,Search,2
2018-03-22T18:00:00,47,1,sublime text,Editing & IDEs,2
2018-03-22T18:00:00,42,1,towardsdatascience.com,Uncategorized,0
2018-03-22T18:00:00,36,1,community.modeanalytics.com,Uncategorized,0
2018-03-22T18:00:00,32,1,sit.instructure.com,General Reference & Learning,2
2018-03-22T18:00:00,17,1,upwork.com,Operations,2
2018-03-22T18:00:00,8,1,teamcolorcodes.com,Uncategorized,0
2018-03-22T18:00:00,5,1,newtab,Browsers,0
2018-03-22T18:00:00,2,1,superlock.guru,Uncategorized,0
2018-03-22T18:00:00,1,1,developers.facebook.com,General Software Development,2
2018-03-22T18:00:00,1,1,my.stevens.edu,General Reference & Learning,2
2018-03-22T18:00:00,1,1,dribbble.com,Graphic Design,2
2018-03-22T18:00:00,1,1,cdn.dribbble.com,Graphic Design,2
